alert_id,timestamp,source_ip,destination_ip,source_port,destination_port,protocol,traffic_type,host_affected,event_category,attack_type,attack_signature,severity,mitre_tactic,kill_chain_stage,log_source,ids_ips_alert,firewall_action,malware_indicator,anomaly_score,failed_login_attempts,request_rate_per_min,asset_criticality,class_label,risk_score,priority_level
ALT-R-00708,2025-12-16T12:23:00Z,10.9.54.112,172.28.164.24,16756,443,TCP,HTTP,srv-web-01,web_attack,SQL Injection,generic signature,Critical,Execution,Exploitation,IDS,Behavior anomaly,Monitored,Suspicious,0.90,3,125,High,malicioso,71,alta
ALT-R-00709,2025-11-24T13:00:00Z,149.95.158.132,172.27.129.39,40149,22,TCP,SMTP,srv-vpn-01,mail_transfer,Phishing,behavioral pattern,Critical,Initial Access,Delivery,SIEM,Confirmed malicious indicator,Blocked,Suspicious,0.86,5,88,Critical,malicioso,100,alta
ALT-R-00710,2026-02-09T16:13:00Z,61.175.231.198,172.27.35.68,45583,110,TCP,HTTPS,pc-gerencia-01,suspicious_access,Unknown,Unknown signature,Medium,No tactic,Delivery,IDS,Behavior anomaly,Blocked,Suspicious,0.51,1,31,High,a_investigar,46,alta
ALT-R-00711,2025-12-15T03:05:00Z,212.65.71.86,10.175.129.94,13166,139,TCP,SMB,srv-finanzas-01,lateral_movement,Lateral Movement,generic signature,High,Lateral Movement,Installation,WAF,Confirmed malicious indicator,Monitored,Yes,0.52,0,48,Critical,a_investigar,67,alta
ALT-R-00712,2025-11-04T02:17:00Z,167.130.130.80,192.168.250.162,62267,443,TCP,SMTP,srv-backup-01,admin_login,No attack,No attack signature,Low,No tactic,Execution,EDR,Policy-allowed activity,Allowed,No,0.05,0,10,High,benigno,49,baja
ALT-R-00713,2026-03-08T01:05:00Z,101.31.130.32,10.138.248.127,45538,443,TCP,HTTPS,srv-db-01,web_attack,Cross Site Scripting,behavioral pattern,Medium,Execution,Exploitation,WAF,Suspicious pattern,Blocked,Suspicious,0.60,5,108,Critical,malicioso,58,alta
ALT-R-00714,2026-01-18T21:28:00Z,201.194.148.109,172.30.28.92,10617,3389,TCP,RDP,srv-vpn-01,intrusion_attempt,Brute Force,behavioral pattern,Critical,Credential Access,Credential Access,WAF,Suspicious pattern,Quarantined,Suspicious,0.58,10,65,Critical,a_investigar,84,media
ALT-R-00715,2026-02-09T07:06:00Z,149.178.207.171,192.168.182.69,9097,995,TCP,SSH,srv-rh-01,unusual_remote_access,Unknown,generic signature,Medium,No tactic,Delivery,EDR,Behavior anomaly,Monitored,No,0.60,2,77,High,a_investigar,57,alta
ALT-R-00716,2025-12-15T13:14:00Z,192.168.194.130,192.168.139.30,40278,53,TCP,HTTPS,srv-rh-01,mail_transfer,No attack,generic signature,High,No tactic,Execution,EDR,Policy-allowed activity,Allowed,No,0.39,4,24,High,benigno,51,media
ALT-R-00717,2025-11-01T09:44:00Z,172.16.4.156,192.168.181.50,59554,443,TCP,HTTPS,pc-soporte-05,web_attack,SQL Injection,SQL Injection signature,High,Execution,Exploitation,WAF,Behavior anomaly,Monitored,No,0.78,2,93,Low,a_investigar,55,baja
ALT-R-00718,2025-11-19T01:36:00Z,103.63.6.29,172.18.58.112,58992,25,TCP,SMTP,pc-operaciones-07,credential_attack,Phishing,behavioral pattern,High,Initial Access,Delivery,IPS,Behavior anomaly,Allowed,Suspicious,0.55,2,29,Medium,a_investigar,44,alta
ALT-R-00719,2025-12-20T09:17:00Z,192.168.52.63,172.23.82.123,48023,443,TCP,HTTP,srv-erp-01,port_scan,Port Scan,behavioral pattern,High,Reconnaissance,Reconnaissance,EDR,Behavior anomaly,Blocked,Suspicious,0.68,2,117,Critical,a_investigar,63,alta
ALT-R-00720,2025-12-12T02:10:00Z,176.39.95.53,10.160.47.42,54440,22,TCP,SSH,srv-finanzas-01,intrusion_attempt,Brute Force,behavioral pattern,Critical,Credential Access,Credential Access,SIEM,Behavior anomaly,Quarantined,Yes,0.67,31,142,Critical,malicioso,100,alta
ALT-R-00721,2026-03-04T14:46:00Z,31.18.129.174,192.168.210.145,49526,53,TCP,HTTP,srv-archivos-02,credential_attack,Credential Stuffing,Credential Stuffing signature,Critical,Credential Access,Credential Access,EDR,Confirmed malicious indicator,Blocked,Yes,0.91,4,181,Medium,malicioso,93,critica
ALT-R-00722,2026-02-24T02:59:00Z,45.21.52.105,192.168.208.249,52070,443,TCP,HTTP,srv-web-01,bot_activity,Botnet,Botnet signature,High,Command and Control,Command and Control,EDR,Confirmed malicious indicator,Blocked,No,0.99,4,131,High,malicioso,94,baja
ALT-R-00723,2026-02-19T19:05:00Z,85.127.11.60,192.168.164.239,21383,3389,TCP,SSH,srv-rh-01,intrusion_attempt,Brute Force,generic signature,Medium,Credential Access,Credential Access,Firewall,No alert,Allowed,Suspicious,0.56,8,37,High,benigno,65,media
ALT-R-00724,2026-02-05T18:34:00Z,10.95.202.9,10.82.165.226,27497,3389,UDP,DNS,srv-finanzas-01,dns_query,No attack,behavioral pattern,Medium,No tactic,Execution,IDS,Behavior anomaly,Allowed,No,0.21,0,24,Critical,benigno,52,critica
ALT-R-00725,2026-01-08T15:48:00Z,176.212.234.236,192.168.49.77,1150,3389,TCP,SSH,srv-logs-01,intrusion_attempt,Brute Force,behavioral pattern,Medium,Credential Access,Credential Access,IDS,No alert,Allowed,No,0.61,4,100,Medium,a_investigar,62,baja
ALT-R-00726,2026-01-14T19:44:00Z,149.178.36.43,10.97.207.193,30245,443,TCP,HTTPS,srv-vpn-01,credential_attack,Credential Stuffing,Credential Stuffing signature,High,Credential Access,Credential Access,EDR,Confirmed malicious indicator,Blocked,Suspicious,0.80,1,171,Critical,malicioso,93,critica
ALT-R-00727,2026-01-16T23:33:00Z,149.103.162.221,192.168.137.194,51809,3389,TCP,SSH,srv-app-02,intrusion_attempt,Brute Force,Brute Force signature,High,Credential Access,Credential Access,IPS,Confirmed malicious indicator,Blocked,Suspicious,0.63,26,102,High,malicioso,86,critica
ALT-R-00728,2026-02-01T17:39:00Z,23.133.216.248,10.207.120.93,32950,22,UDP,DNS,srv-archivos-02,remote_admin,No attack,behavioral pattern,Low,No tactic,Execution,EDR,No alert,Allowed,No,0.22,3,32,Medium,benigno,44,baja
ALT-R-00729,2026-02-16T13:52:00Z,91.104.110.177,192.168.229.162,53336,3389,TCP,RDP,srv-erp-01,intrusion_attempt,Brute Force,Brute Force signature,High,Credential Access,Credential Access,IPS,Confirmed malicious indicator,Quarantined,Suspicious,0.62,29,135,Critical,malicioso,100,critica
ALT-R-00730,2025-11-18T12:18:00Z,167.189.166.158,10.211.85.91,45566,445,TCP,HTTPS,pc-operaciones-07,port_scan,Port Scan,Port Scan signature,Critical,Reconnaissance,Reconnaissance,SIEM,No alert,Allowed,Suspicious,0.62,0,112,Medium,a_investigar,66,critica
ALT-R-00731,2026-01-12T15:41:00Z,167.121.60.134,192.168.142.237,47947,443,TCP,HTTPS,srv-web-01,web_attack,Cross Site Scripting,behavioral pattern,High,Execution,Exploitation,IDS,No alert,Allowed,No,0.40,0,26,High,benigno,63,critica
ALT-R-00732,2025-11-10T04:40:00Z,23.243.254.111,172.30.53.58,20784,8080,TCP,TCP,srv-logs-01,ddos_activity,DDoS,DDoS signature,High,Impact,Impact,Firewall,Confirmed malicious indicator,Allowed,Yes,0.99,0,216,Medium,malicioso,94,alta
ALT-R-00733,2025-11-01T23:05:00Z,192.168.0.63,10.1.72.139,14406,3389,TCP,HTTP,srv-finanzas-01,admin_login,No attack,generic signature,Low,No tactic,Execution,SIEM,Routine traffic,Allowed,No,0.20,0,1,Critical,benigno,44,media
ALT-R-00734,2025-12-06T13:01:00Z,23.243.26.232,172.28.156.63,29511,443,TCP,HTTP,pc-soporte-05,port_scan,Port Scan,Port Scan signature,Medium,Reconnaissance,Reconnaissance,SIEM,No alert,Blocked,No,0.32,0,50,Low,benigno,31,baja
ALT-R-00735,2026-01-17T07:14:00Z,172.18.68.47,192.168.205.174,59882,3389,TCP,RDP,srv-archivos-02,admin_login,No attack,generic signature,Medium,No tactic,Execution,Firewall,No alert,Allowed,No,0.24,0,27,Medium,benigno,26,alta
ALT-R-00736,2025-11-06T21:39:00Z,85.158.1.250,10.48.89.41,14959,80,TCP,HTTPS,srv-logs-01,ddos_activity,DDoS,behavioral pattern,Medium,Impact,Impact,IDS,No alert,Allowed,No,0.52,0,309,Medium,benigno,60,alta
ALT-R-00737,2025-12-31T11:10:00Z,103.41.64.108,192.168.31.242,49593,53,TCP,DNS,pc-ventas-03,dns_tunneling_suspected,DNS Tunneling,generic signature,Critical,Command and Control,Command and Control,Firewall,Confirmed malicious indicator,Blocked,Suspicious,0.91,6,142,Medium,malicioso,82,critica
ALT-R-00738,2025-12-06T08:49:00Z,201.48.229.141,172.25.239.63,54626,22,TCP,SSH,pc-soporte-05,intrusion_attempt,Brute Force,behavioral pattern,High,Credential Access,Credential Access,SIEM,Behavior anomaly,Allowed,Suspicious,0.81,12,116,Low,malicioso,81,critica
ALT-R-00739,2026-01-24T14:11:00Z,23.51.201.145,172.26.56.191,14022,3389,TCP,SSH,srv-db-01,intrusion_attempt,Brute Force,Brute Force signature,Low,Credential Access,Credential Access,IDS,Behavior anomaly,Monitored,No,0.35,16,21,Critical,a_investigar,65,media
ALT-R-00740,2026-02-25T22:47:00Z,23.74.23.171,192.168.157.195,7100,25,TCP,SMTP,srv-vpn-01,credential_attack,Phishing,behavioral pattern,High,Initial Access,Delivery,Firewall,No alert,Allowed,Suspicious,0.44,0,21,Critical,benigno,64,alta
ALT-R-00741,2026-01-19T04:37:00Z,201.248.100.51,172.17.240.86,15572,993,TCP,HTTPS,srv-logs-01,data_exfiltration,Data Exfiltration,behavioral pattern,Medium,Exfiltration,Exfiltration,SIEM,Confirmed malicious indicator,Quarantined,Yes,0.99,3,87,Medium,malicioso,88,critica
ALT-R-00742,2026-01-21T08:06:00Z,172.22.178.93,10.124.115.1,44217,25,TCP,HTTP,srv-db-01,normal_web_access,No attack,generic signature,Medium,No tactic,Execution,SIEM,No alert,Allowed,No,0.15,2,9,Critical,benigno,31,media
ALT-R-00743,2026-02-27T07:58:00Z,45.157.82.127,10.13.7.9,2143,4444,TCP,HTTPS,srv-logs-01,malware_traffic,Malware,generic signature,High,Command and Control,Command and Control,EDR,Routine traffic,Allowed,No,0.34,0,27,Medium,benigno,60,alta
ALT-R-00744,2025-11-17T05:00:00Z,10.28.241.230,10.49.170.253,9219,3389,TCP,RDP,srv-erp-01,remote_admin,No attack,No attack signature,Medium,No tactic,Execution,EDR,Behavior anomaly,Quarantined,No,0.23,0,13,Critical,benigno,44,media
ALT-R-00745,2025-11-19T14:19:00Z,201.153.7.140,172.19.47.4,10508,443,TCP,HTTPS,srv-db-01,credential_attack,Phishing,behavioral pattern,High,Initial Access,Delivery,SIEM,Behavior anomaly,Quarantined,Yes,0.64,1,41,Critical,malicioso,74,media
ALT-R-00746,2025-11-24T07:45:00Z,101.58.204.139,172.31.125.43,51831,139,TCP,SMB,srv-web-01,lateral_movement,Lateral Movement,Lateral Movement signature,Critical,Lateral Movement,Installation,WAF,Suspicious pattern,Allowed,Yes,0.66,2,165,High,malicioso,76,alta
ALT-R-00747,2025-12-03T11:49:00Z,167.60.150.120,172.27.148.67,18997,80,TCP,HTTP,pc-soporte-05,credential_attack,Credential Stuffing,Credential Stuffing signature,High,Credential Access,Credential Access,IPS,Policy-allowed activity,Allowed,Suspicious,0.70,2,105,Low,a_investigar,53,critica
ALT-R-00748,2025-12-23T04:45:00Z,172.24.0.243,10.179.119.99,42794,443,TCP,SSH,srv-vpn-01,suspicious_access,Unknown,generic signature,High,No tactic,Delivery,EDR,Policy-allowed activity,Allowed,Suspicious,0.18,4,36,Critical,benigno,33,baja
ALT-R-00749,2026-02-17T10:31:00Z,192.168.105.33,172.31.227.170,56003,22,TCP,RDP,srv-erp-01,unusual_remote_access,Unknown,Unknown signature,Medium,No tactic,Delivery,EDR,No alert,Allowed,No,0.19,2,19,Critical,benigno,42,media
ALT-R-00750,2025-12-04T08:59:00Z,91.97.114.248,172.16.121.170,38383,993,TCP,HTTP,srv-archivos-02,web_attack,SQL Injection,generic signature,Medium,Execution,Exploitation,IPS,Behavior anomaly,Quarantined,No,0.78,4,74,Medium,a_investigar,65,baja
ALT-R-00751,2026-01-25T15:58:00Z,176.80.18.213,10.135.52.66,10245,22,TCP,SSH,srv-backup-01,intrusion_attempt,Brute Force,generic signature,High,Credential Access,Credential Access,Firewall,Routine traffic,Allowed,No,0.25,13,32,High,benigno,64,alta
ALT-R-00752,2026-02-24T07:09:00Z,192.168.163.177,192.168.132.254,32227,80,TCP,HTTPS,srv-finanzas-01,web_attack,SQL Injection,behavioral pattern,Medium,Execution,Exploitation,IDS,Suspicious pattern,Quarantined,Yes,0.30,0,86,Critical,a_investigar,45,media
ALT-R-00753,2026-02-26T01:51:00Z,91.123.218.217,10.55.128.116,4591,443,TCP,HTTP,pc-ventas-03,unusual_remote_access,Unknown,generic signature,Critical,No tactic,Delivery,Firewall,Behavior anomaly,Monitored,Suspicious,0.42,1,81,Medium,a_investigar,50,alta
ALT-R-00754,2026-01-09T11:43:00Z,85.83.181.182,172.27.173.228,14637,80,TCP,SMB,srv-db-01,port_scan,Port Scan,generic signature,High,Reconnaissance,Reconnaissance,IPS,Suspicious pattern,Blocked,Suspicious,0.50,3,83,Critical,a_investigar,69,alta
ALT-R-00755,2025-11-21T17:48:00Z,172.16.57.254,192.168.131.68,21140,993,TCP,TCP,srv-finanzas-01,bot_activity,Botnet,behavioral pattern,Medium,Command and Control,Command and Control,IPS,Confirmed malicious indicator,Blocked,Yes,0.89,3,105,Critical,malicioso,75,alta
ALT-R-00756,2025-11-08T05:06:00Z,172.16.128.244,172.22.93.204,4250,25,TCP,SMTP,srv-mail-01,credential_attack,Phishing,generic signature,Critical,Initial Access,Delivery,Firewall,Suspicious pattern,Monitored,Yes,0.56,7,41,High,a_investigar,76,alta
ALT-R-00757,2025-11-21T16:47:00Z,10.42.117.86,10.181.110.109,48117,8080,TCP,HTTPS,srv-finanzas-01,malware_traffic,Malware,behavioral pattern,Critical,Command and Control,Command and Control,WAF,Suspicious pattern,Blocked,Suspicious,0.99,6,133,Critical,malicioso,100,critica
ALT-R-00758,2026-01-16T21:25:00Z,103.117.245.163,172.20.5.6,18185,445,TCP,HTTPS,srv-app-02,web_attack,Cross Site Scripting,Cross Site Scripting signature,Critical,Execution,Exploitation,Firewall,Suspicious pattern,Quarantined,Suspicious,0.90,4,209,High,malicioso,100,critica
ALT-R-00759,2025-12-23T22:57:00Z,45.19.178.97,192.168.108.246,52819,445,TCP,SMB,pc-gerencia-01,mail_transfer,No attack,behavioral pattern,Medium,No tactic,Execution,WAF,Routine traffic,Allowed,Yes,0.02,3,22,High,benigno,29,media
ALT-R-00760,2025-12-31T02:34:00Z,192.168.184.157,172.16.47.187,21207,22,TCP,HTTP,srv-erp-01,dns_query,No attack,generic signature,Medium,No tactic,Execution,Firewall,Routine traffic,Allowed,No,0.05,0,15,Critical,benigno,31,media
ALT-R-00761,2025-11-02T14:56:00Z,103.116.150.140,192.168.128.221,18480,135,TCP,SMB,srv-app-02,data_exfiltration,Data Exfiltration,behavioral pattern,High,Exfiltration,Exfiltration,IDS,Behavior anomaly,Blocked,Yes,0.80,8,125,High,malicioso,83,media
ALT-R-00762,2026-02-10T20:04:00Z,61.124.126.54,192.168.172.54,15814,143,TCP,SSH,pc-gerencia-01,port_scan,Port Scan,Port Scan signature,Critical,Reconnaissance,Reconnaissance,IPS,Suspicious pattern,Blocked,Yes,0.90,15,148,High,malicioso,91,alta
ALT-R-00763,2025-11-10T19:07:00Z,77.225.121.66,172.30.193.127,45975,25,TCP,HTTP,srv-erp-01,remote_admin,No attack,No attack signature,Medium,No tactic,Execution,WAF,Behavior anomaly,Allowed,Suspicious,0.18,0,1,Critical,benigno,39,media
ALT-R-00764,2026-01-28T12:25:00Z,103.7.130.127,172.25.5.169,32441,80,TCP,HTTP,srv-app-02,web_attack,Cross Site Scripting,generic signature,High,Execution,Exploitation,WAF,Confirmed malicious indicator,Monitored,Yes,0.79,5,134,High,malicioso,84,critica
ALT-R-00765,2026-01-25T11:47:00Z,10.162.117.108,10.226.136.226,25346,80,TCP,RDP,srv-vpn-01,unusual_remote_access,Unknown,generic signature,Medium,No tactic,Delivery,IDS,Behavior anomaly,Blocked,Yes,0.45,11,47,Critical,a_investigar,54,critica
ALT-R-00766,2025-12-19T07:18:00Z,172.20.76.90,192.168.251.61,47898,389,TCP,DNS,pc-ventas-03,admin_login,No attack,generic signature,Medium,No tactic,Execution,EDR,Policy-allowed activity,Allowed,No,0.31,0,1,Medium,benigno,46,media
ALT-R-00767,2026-01-02T23:31:00Z,192.168.208.91,192.168.174.180,26256,3389,TCP,DNS,srv-vpn-01,dns_query,No attack,No attack signature,Low,No tactic,Execution,SIEM,Routine traffic,Monitored,No,0.11,0,18,Critical,benigno,22,baja
ALT-R-00768,2025-11-10T20:41:00Z,52.207.123.215,172.16.176.99,58664,443,TCP,HTTP,srv-erp-01,ddos_activity,DDoS,behavioral pattern,Critical,Impact,Impact,IDS,Suspicious pattern,Blocked,No,0.57,7,285,Critical,malicioso,85,critica
ALT-R-00769,2026-01-27T21:21:00Z,121.99.214.19,192.168.127.169,20025,3389,TCP,RDP,srv-finanzas-01,intrusion_attempt,Brute Force,Brute Force signature,High,Credential Access,Credential Access,EDR,Behavior anomaly,Blocked,Yes,0.80,27,115,Critical,malicioso,100,alta
ALT-R-00770,2026-01-02T23:31:00Z,192.168.68.198,10.78.150.15,48079,4444,TCP,HTTP,srv-archivos-02,malware_traffic,Malware,behavioral pattern,Critical,Command and Control,Command and Control,IPS,Confirmed malicious indicator,Quarantined,Suspicious,0.77,2,120,Medium,malicioso,74,alta
ALT-R-00771,2025-12-09T15:07:00Z,192.168.90.130,10.108.87.157,25944,4444,TCP,SSH,srv-archivos-02,intrusion_attempt,Brute Force,behavioral pattern,High,Credential Access,Credential Access,WAF,Behavior anomaly,Allowed,Suspicious,0.62,15,66,Medium,a_investigar,73,alta
ALT-R-00772,2025-11-17T06:42:00Z,23.209.193.96,172.23.163.186,35720,3389,TCP,SMB,srv-logs-01,port_scan,Port Scan,generic signature,Medium,Reconnaissance,Reconnaissance,IDS,Behavior anomaly,Monitored,Yes,0.63,2,105,Medium,a_investigar,66,alta
ALT-R-00773,2025-11-10T01:42:00Z,10.5.190.157,192.168.162.150,42889,3389,UDP,DNS,srv-erp-01,remote_admin,No attack,generic signature,Medium,No tactic,Execution,IDS,Routine traffic,Allowed,No,0.02,0,8,Critical,benigno,34,media
ALT-R-00774,2026-01-28T21:59:00Z,121.95.228.46,172.22.176.197,54207,443,TCP,HTTP,srv-erp-01,ddos_activity,DDoS,DDoS signature,High,Impact,Impact,IPS,Suspicious pattern,Blocked,Suspicious,0.72,0,285,Critical,malicioso,92,media
ALT-R-00775,2026-02-18T21:47:00Z,172.30.93.106,172.24.94.226,36211,3389,TCP,RDP,srv-logs-01,file_access,No attack,behavioral pattern,Low,No tactic,Execution,IPS,No alert,Allowed,No,0.04,0,4,Medium,benigno,18,baja
ALT-R-00776,2026-03-06T17:59:00Z,45.229.207.95,192.168.34.145,46352,443,TCP,HTTP,pc-ventas-03,bot_activity,Botnet,generic signature,High,Command and Control,Command and Control,IPS,Suspicious pattern,Quarantined,No,0.78,2,110,Medium,malicioso,71,media
ALT-R-00777,2026-01-30T19:35:00Z,149.29.105.57,10.34.29.237,17837,80,TCP,HTTPS,srv-web-01,ddos_activity,DDoS,behavioral pattern,Critical,Impact,Impact,EDR,Suspicious pattern,Blocked,Yes,0.75,1,329,High,malicioso,94,critica
ALT-R-00778,2025-12-21T07:03:00Z,52.41.244.34,192.168.69.7,11203,53,TCP,HTTP,srv-vpn-01,dns_query,No attack,behavioral pattern,Medium,No tactic,Execution,EDR,Routine traffic,Allowed,No,0.15,0,4,Critical,benigno,49,media
ALT-R-00779,2025-12-15T09:46:00Z,154.207.174.36,192.168.138.227,5000,80,TCP,TCP,srv-db-01,ddos_activity,DDoS,DDoS signature,Medium,Impact,Impact,EDR,Suspicious pattern,Allowed,No,0.37,1,174,Critical,benigno,59,alta
ALT-R-00780,2025-11-09T11:19:00Z,10.186.128.86,10.217.89.1,53467,443,TCP,HTTPS,srv-web-01,web_attack,Cross Site Scripting,generic signature,Medium,Execution,Exploitation,IDS,No alert,Allowed,No,0.46,0,16,High,benigno,49,alta
ALT-R-00781,2025-12-22T23:26:00Z,10.187.13.208,10.41.34.204,13026,25,TCP,HTTPS,pc-gerencia-01,mail_transfer,No attack,generic signature,Low,No tactic,Execution,WAF,No alert,Allowed,No,0.15,0,8,High,benigno,28,media
ALT-R-00782,2025-11-30T11:54:00Z,101.130.226.136,10.132.166.1,17327,53,UDP,DNS,pc-soporte-05,dns_tunneling_suspected,DNS Tunneling,generic signature,High,Command and Control,Command and Control,Firewall,Confirmed malicious indicator,Quarantined,Suspicious,0.73,2,113,Low,malicioso,67,alta
ALT-R-00783,2025-12-17T07:39:00Z,192.168.159.100,172.18.87.71,64300,80,UDP,DNS,srv-db-01,unusual_remote_access,Unknown,generic signature,Critical,No tactic,Delivery,IDS,Routine traffic,Allowed,No,0.33,2,30,Critical,benigno,53,media
ALT-R-00784,2025-12-02T00:39:00Z,101.80.156.151,172.17.109.23,56765,53,TCP,SMB,pc-ventas-03,lateral_movement,Lateral Movement,generic signature,High,Lateral Movement,Installation,IPS,Suspicious pattern,Monitored,No,0.81,9,141,Medium,malicioso,77,critica
ALT-R-00785,2026-02-10T07:16:00Z,10.110.39.222,10.181.240.240,56107,443,TCP,SMB,srv-vpn-01,file_access,No attack,generic signature,Medium,No tactic,Execution,IPS,Policy-allowed activity,Blocked,Suspicious,0.40,0,1,Critical,benigno,34,media
ALT-R-00786,2026-01-06T23:43:00Z,192.168.68.204,172.19.244.219,8785,445,TCP,RDP,srv-rh-01,normal_web_access,No attack,generic signature,Critical,No tactic,Execution,EDR,No alert,Allowed,No,0.29,5,22,High,benigno,51,alta
ALT-R-00787,2026-03-04T02:07:00Z,167.216.195.161,172.27.1.192,60609,3389,TCP,SMTP,srv-logs-01,normal_web_access,No attack,generic signature,Medium,No tactic,Execution,IDS,Policy-allowed activity,Blocked,No,0.24,4,1,Medium,benigno,42,media
ALT-R-00788,2026-03-05T21:24:00Z,85.27.125.88,172.27.62.234,51407,139,TCP,HTTPS,pc-soporte-05,credential_attack,Phishing,generic signature,High,Initial Access,Delivery,IDS,Behavior anomaly,Blocked,Yes,0.76,9,134,Low,malicioso,49,media
ALT-R-00789,2025-11-04T01:39:00Z,172.18.116.78,172.17.65.209,27348,443,TCP,HTTP,srv-rh-01,web_attack,SQL Injection,generic signature,High,Execution,Exploitation,Firewall,Suspicious pattern,Monitored,No,0.47,2,82,High,a_investigar,50,alta
ALT-R-00790,2025-11-30T14:05:00Z,154.179.238.114,172.28.50.5,30866,443,TCP,HTTPS,srv-vpn-01,credential_attack,Credential Stuffing,behavioral pattern,High,Credential Access,Credential Access,Firewall,Behavior anomaly,Allowed,No,0.51,0,111,Critical,a_investigar,73,critica
ALT-R-00791,2026-02-23T06:08:00Z,91.169.57.232,192.168.50.124,24852,443,TCP,HTTPS,srv-vpn-01,credential_attack,Credential Stuffing,generic signature,Medium,Credential Access,Credential Access,IPS,Behavior anomaly,Blocked,No,0.48,3,136,Critical,a_investigar,66,alta
ALT-R-00792,2026-03-04T19:14:00Z,101.151.174.65,192.168.124.240,1321,53,TCP,SMB,srv-rh-01,data_exfiltration,Data Exfiltration,Data Exfiltration signature,High,Exfiltration,Exfiltration,IPS,Confirmed malicious indicator,Blocked,Yes,0.73,3,143,High,malicioso,84,critica
ALT-R-00793,2025-11-01T06:59:00Z,172.26.45.230,10.72.85.89,58399,445,TCP,SSH,srv-mail-01,mail_transfer,No attack,No attack signature,Medium,No tactic,Execution,SIEM,No alert,Allowed,No,0.22,2,13,High,benigno,37,critica
ALT-R-00794,2025-11-26T16:17:00Z,61.164.205.167,10.154.154.55,28702,3389,TCP,HTTPS,srv-app-02,normal_web_access,No attack,No attack signature,Medium,No tactic,Execution,IPS,No alert,Allowed,No,0.25,3,46,High,a_investigar,44,media
ALT-R-00795,2026-02-18T17:43:00Z,91.90.147.9,172.17.127.117,20715,25,TCP,HTTPS,pc-ventas-03,mail_transfer,No attack,generic signature,Medium,No tactic,Execution,WAF,Behavior anomaly,Allowed,No,0.27,2,63,Medium,a_investigar,35,alta
ALT-R-00796,2026-01-22T08:29:00Z,172.25.216.120,172.26.239.168,45010,389,UDP,DNS,pc-soporte-05,dns_tunneling_suspected,DNS Tunneling,behavioral pattern,Low,Command and Control,Command and Control,IPS,Policy-allowed activity,Monitored,No,0.19,0,32,Low,benigno,7,media
ALT-R-00797,2026-02-19T10:44:00Z,103.182.91.88,10.156.188.92,24242,143,TCP,HTTPS,srv-app-02,data_exfiltration,Data Exfiltration,generic signature,Medium,Exfiltration,Exfiltration,IDS,Confirmed malicious indicator,Monitored,Yes,0.68,4,124,High,malicioso,80,critica
ALT-R-00798,2026-02-06T15:23:00Z,167.76.249.31,172.16.97.36,24039,25,TCP,HTTPS,srv-rh-01,malware_traffic,Malware,Malware signature,High,Command and Control,Command and Control,SIEM,Confirmed malicious indicator,Blocked,Yes,0.66,3,65,High,malicioso,84,alta
ALT-R-00799,2026-02-26T19:25:00Z,154.108.46.241,192.168.45.125,3043,8080,TCP,SMB,pc-soporte-05,port_scan,Port Scan,behavioral pattern,High,Reconnaissance,Reconnaissance,IDS,Policy-allowed activity,Monitored,Yes,0.68,1,130,Low,a_investigar,64,alta
ALT-R-00800,2026-01-19T19:25:00Z,167.42.250.198,172.27.26.100,17051,80,TCP,SMB,pc-ventas-03,normal_web_access,No attack,generic signature,Medium,No tactic,Execution,WAF,No alert,Monitored,No,0.21,0,1,Medium,benigno,27,media
ALT-R-00801,2026-02-19T16:07:00Z,61.48.92.58,192.168.209.164,22689,21,TCP,HTTPS,srv-web-01,web_attack,Cross Site Scripting,generic signature,Critical,Execution,Exploitation,Firewall,Confirmed malicious indicator,Quarantined,Suspicious,0.85,3,85,High,malicioso,73,alta
ALT-R-00802,2026-02-17T00:08:00Z,192.168.110.210,192.168.124.254,48917,25,TCP,SMTP,srv-web-01,credential_attack,Phishing,Phishing signature,Medium,Initial Access,Delivery,SIEM,Suspicious pattern,Monitored,No,0.55,3,82,High,a_investigar,59,alta
ALT-R-00803,2026-02-03T00:38:00Z,185.158.62.88,192.168.102.244,36643,53,UDP,DNS,srv-web-01,dns_query,No attack,No attack signature,High,No tactic,Execution,WAF,Policy-allowed activity,Allowed,No,0.46,0,6,High,benigno,57,critica
ALT-R-00804,2026-02-11T10:35:00Z,192.168.222.153,192.168.220.158,20057,53,TCP,HTTP,srv-erp-01,admin_login,No attack,generic signature,Low,No tactic,Execution,WAF,Routine traffic,Allowed,No,0.49,0,72,Critical,a_investigar,55,alta
ALT-R-00805,2025-11-21T06:41:00Z,201.165.22.88,10.206.255.80,10599,25,TCP,HTTPS,srv-logs-01,normal_web_access,No attack,generic signature,Low,No tactic,Execution,IDS,Policy-allowed activity,Allowed,No,0.19,0,14,Medium,benigno,24,baja
ALT-R-00806,2025-12-22T09:40:00Z,77.232.175.243,10.218.77.251,45259,80,TCP,HTTP,srv-mail-01,web_attack,SQL Injection,behavioral pattern,High,Execution,Exploitation,Firewall,Behavior anomaly,Quarantined,Suspicious,0.45,0,45,High,a_investigar,64,critica
ALT-R-00807,2026-01-07T00:56:00Z,121.26.146.3,172.17.180.166,22014,3389,TCP,SSH,srv-mail-01,intrusion_attempt,Brute Force,behavioral pattern,High,Credential Access,Credential Access,SIEM,Suspicious pattern,Allowed,Suspicious,0.85,18,65,High,malicioso,92,alta
